#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
129,Luis Medina,OAK,SP,R,23.5,23.5,9.0,502.3,112.8,4.9,8.0,0,0,4.63,4.76,1.50,101.1,60.4,109.0,6.2,60.2,64.7,14,44.9,35.2,19.9,0.295,665622
130,Jordan Lyles,KC,SP,R,21.1,21.1,8.1,490.9,111.8,5.8,7.5,0,0,5.45,5.35,1.39,76.9,34.0,121.2,4.7,66.3,70.2,20,37.0,42.2,20.8,0.289,7593
131,Dakota Hudson,COL,SP,R,22.7,22.7,8.4,485.2,109.0,4.3,8.2,0,0,5.70,6.01,1.64,59.3,44.3,134.5,5.8,60.5,65.4,16,51.6,27.5,20.9,0.334,641712
132,John Means,BAL,SP,L,19.8,19.8,9.3,465.2,108.9,6.6,5.9,0,0,4.51,4.69,1.26,86.3,26.3,111.0,4.8,54.6,58.2,19,35.1,44.3,20.6,0.281,607644
133,Steven Matz,STL,SP,L,32.4,16.2,7.8,453.4,108.5,6.7,5.1,0,2,3.82,3.98,1.23,105.0,31.4,102.5,4.2,46.8,50.7,14,44.0,36.1,20.0,0.298,13361
134,Alex Cobb,SF,SP,R,19.9,19.9,10.3,454.2,107.5,6.5,5.4,0,0,3.65,3.60,1.27,96.2,29.7,106.9,4.0,44.8,49.4,10,54.5,25.4,20.2,0.309,6562
135,Ryne Nelson,ARI,SP,R,32.4,16.2,6.3,461.3,106.9,5.8,6.3,0,2,4.84,5.14,1.40,80.0,35.1,114.1,3.8,57.8,61.5,17,36.7,43.1,20.2,0.299,669194
136,Gerrit Cole,NYY,SP,R,18.4,18.4,10.2,443.2,106.7,7.7,4.3,0,0,3.75,3.56,1.13,120.4,28.2,92.4,3.5,44.3,47.8,16,40.1,40.2,19.7,0.276,13125
137,Taj Bradley,TB,SP,R,21.1,21.1,9.3,451.0,105.5,6.1,5.7,0,0,4.27,4.42,1.30,106.1,36.9,100.5,4.0,50.8,54.4,16,38.7,41.5,19.8,0.289,671737
138,Jose Urquidy,HOU,SP,R,32.4,16.2,6.2,453.5,105.3,6.3,5.6,0,2,4.87,4.88,1.32,87.1,29.8,109.2,4.2,57.1,60.6,19,35.2,44.5,20.3,0.284,664353
139,Casey Mize,DET,SP,R,20.6,20.6,8.7,455.3,105.1,5.4,6.6,0,0,4.61,4.55,1.34,85.1,31.2,109.6,5.9,54.5,58.5,15,43.6,36.0,20.4,0.298,663554
140,Anthony DeSclafani,MIN,SP,R,32.3,17.6,7.3,446.1,104.2,5.7,6.0,0,1,4.39,4.44,1.31,84.7,27.0,109.2,4.0,52.5,56.3,15,41.4,38.3,20.3,0.297,13050
141,Michael Soroka,CHW,SP,R,32.4,16.2,6.9,438.3,103.7,7.6,8.4,0,0,4.21,4.51,1.35,90.2,33.7,106.4,5.9,48.4,52.3,15,46.0,33.7,20.3,0.295,647336
142,Luis L. Ortiz,PIT,SP,R,32.4,16.2,6.2,456.7,103.7,5.2,6.4,0,2,4.80,4.89,1.48,78.7,44.7,109.2,4.3,55.3,59.5,13,45.8,34.2,20.0,0.305,682847
143,Robert Gasser,MIL,SP,L,32.3,17.6,7.5,441.7,102.7,5.5,5.9,0,1,4.45,4.94,1.36,94.7,35.3,104.5,6.1,50.1,53.7,17,38.9,40.0,21.2,0.297,688107
144,Joe Boyle,OAK,SP,R,32.4,16.2,7.2,454.3,102.1,5.1,6.3,0,2,4.32,4.48,1.48,112.5,65.4,85.8,5.1,50.7,54.6,12,41.3,39.3,19.4,0.282,671212
145,Daniel Lynch IV,KC,SP,L,18.5,18.5,8.4,440.2,101.8,5.8,6.0,0,0,4.80,4.91,1.37,78.4,35.4,104.6,4.1,53.1,56.8,15,40.7,38.8,20.4,0.297,663738
146,James Paxton,LAD,SP,L,19.4,19.4,9.3,427.1,100.9,6.8,4.5,0,0,3.98,4.03,1.26,106.0,34.0,92.8,3.7,45.6,49.0,16,39.6,40.4,20.0,0.285,11828
147,Cole Irvin,BAL,SP,L,32.4,16.2,6.8,427.8,100.4,5.5,5.6,0,2,4.43,4.64,1.30,75.9,24.0,106.8,5.1,49.6,53.1,16,40.1,39.4,20.6,0.294,608344
148,DL Hall,MIL,SP,L,32.4,16.2,7.8,419.4,98.8,5.6,5.0,0,3,3.69,3.94,1.30,119.6,45.1,83.3,4.3,39.9,43.4,12,42.6,37.8,19.6,0.291,669084
149,Jordan Hicks,SF,SP,R,32.4,16.2,7.7,417.3,97.2,5.4,5.0,0,3,3.66,3.79,1.36,105.1,47.4,85.1,5.0,40.5,44.5,8,51.1,29.5,19.4,0.304,663855
150,Jackson Rutledge,WSH,SP,R,32.4,16.2,5.8,431.0,97.2,4.3,6.9,0,2,5.29,5.49,1.49,69.9,39.8,105.4,6.0,56.5,60.2,17,40.2,39.7,20.1,0.297,671131
151,Garrett Crochet,CHW,SP,L,32.4,16.2,7.3,418.3,97.2,4.7,5.8,0,2,4.08,4.27,1.36,104.2,47.3,85.3,4.3,44.0,47.4,13,41.1,39.2,19.7,0.286,676979
152,Trevor Williams,WSH,SP,R,32.4,16.2,5.6,412.8,94.0,3.9,6.7,0,2,5.21,5.35,1.46,69.0,30.8,106.3,4.1,53.7,57.2,17,40.2,38.9,20.9,0.306,16977
153,Jakob Junis,MIL,SP,R,30.8,14.6,6.4,399.3,93.9,5.1,5.3,0,2,4.37,4.48,1.31,88.9,27.3,96.0,4.1,44.9,48.3,14,42.6,37.1,20.3,0.301,596001
154,Tylor Megill,NYM,SP,R,29.0,15.8,6.6,406.6,93.8,5.3,5.2,0,1,4.50,4.60,1.39,82.7,33.3,96.9,4.0,48.2,51.7,14,42.9,37.0,20.1,0.300,656731
155,Ryan Feltner,COL,SP,R,19.4,19.4,7.7,403.4,93.1,3.8,6.6,0,0,5.26,5.49,1.47,77.3,39.2,97.3,3.9,47.6,51.0,15,40.2,39.7,20.1,0.313,663372
156,Tommy Henry,ARI,SP,L,29.2,13.0,5.7,402.6,92.6,5.3,5.1,0,2,4.66,5.03,1.43,73.6,36.8,95.8,3.8,48.3,51.7,13,40.2,39.2,20.6,0.301,674072
157,Nick Nastrini,CHW,SP,R,18.5,18.5,7.2,408.0,92.5,4.2,6.5,0,0,4.95,5.25,1.48,82.9,42.2,94.4,4.6,50.8,54.1,17,38.5,40.4,21.1,0.293,680897
158,Quinn Priester,PIT,SP,R,18.5,18.5,7.9,404.5,92.5,4.9,5.5,0,0,4.51,4.67,1.46,71.1,39.1,95.9,4.5,46.4,50.3,11,50.7,28.9,20.4,0.308,682990
159,Shane Baz,TB,SP,R,29.0,15.8,7.5,383.2,92.2,5.4,4.5,0,1,3.73,3.70,1.18,102.4,28.3,80.6,4.3,38.7,41.7,12,41.6,38.8,19.7,0.284,669358
160,Alek Manoah,TOR,SP,R,29.4,14.7,6.0,393.4,91.1,7.3,7.3,0,0,4.51,4.67,1.39,85.2,36.5,89.7,6.6,46.4,49.6,14,38.6,41.2,20.2,0.287,666201
161,Emmet Sheehan,LAD,SP,R,29.4,14.7,6.4,390.7,91.1,5.7,4.3,0,1,4.12,4.08,1.28,103.4,38.5,77.9,4.3,42.5,45.5,14,35.6,44.7,19.7,0.273,686218
162,Kodai Senga,NYM,SP,R,15.7,15.7,8.3,375.0,87.9,5.8,4.1,0,0,3.77,3.71,1.27,101.6,36.9,74.8,3.1,37.8,40.9,11,42.9,37.4,19.7,0.283,673540
163,Kyle Bradish,BAL,SP,R,15.7,15.7,8.3,370.9,87.9,5.6,4.2,0,0,3.87,3.83,1.24,85.5,27.9,81.2,3.7,37.8,41.1,11,46.2,33.8,20.0,0.290,680694
164,Mike Clevinger,FA,SP,R,29.2,13.0,5.8,374.8,87.7,7.4,7.6,0,0,4.68,4.72,1.32,77.3,27.3,87.9,4.7,45.6,48.5,15,34.2,45.7,20.1,0.280,12808
165,Peter Lambert,COL,SP,R,26.4,13.2,5.3,378.9,87.1,3.9,5.8,0,1,5.38,5.56,1.46,67.1,32.7,94.8,4.4,45.6,48.8,15,40.9,38.8,20.3,0.311,663567
166,Jhony Brito,SD,SP,R,29.2,13.0,5.4,372.2,86.1,4.5,4.9,0,2,4.39,4.52,1.37,68.7,29.3,88.5,3.8,43.2,46.6,12,45.1,35.0,19.9,0.292,666745
167,Ricky Tiedemann,TOR,SP,L,17.2,17.2,7.9,370.2,86.0,5.1,4.4,0,0,3.97,4.26,1.36,89.5,36.8,80.2,4.3,38.6,41.8,11,44.6,34.5,20.9,0.299,694357
168,Matt Waldron,SD,SP,R,16.2,16.2,6.7,374.6,85.9,4.8,5.2,0,0,4.84,4.98,1.40,64.0,28.2,92.4,4.2,47.5,50.8,14,41.5,37.8,20.7,0.293,663362
169,Roansy Contreras,PIT,SP,R,47.0,6.5,2.5,363.4,84.6,4.2,4.6,0,4,4.36,4.42,1.32,79.1,31.7,80.2,3.1,41.0,43.9,12,37.8,42.3,19.8,0.290,672710
170,Chris Flexen,CHW,SP,R,29.2,13.0,4.8,368.2,84.4,3.8,5.7,0,2,5.00,5.15,1.44,62.1,28.9,93.1,2.9,46.7,49.8,16,39.1,40.4,20.6,0.294,623167
171,Yariel Rodriguez,TOR,SP,R,29.2,13.0,5.3,368.7,84.4,4.7,4.7,0,2,4.51,4.65,1.43,82.6,38.0,82.3,4.5,43.1,46.2,12,41.4,37.5,21.1,0.298,684320
172,Aaron Ashby,MIL,SP,L,35.6,11.3,5.5,353.9,83.2,4.7,4.1,0,6,3.62,3.88,1.34,92.6,37.2,74.4,3.8,33.0,36.3,8,51.9,28.4,19.7,0.305,676879
173,Brandon Williamson,CIN,SP,L,29.2,13.0,5.2,361.0,82.5,4.4,4.9,0,2,5.09,5.33,1.46,70.4,34.1,86.1,3.7,43.6,46.6,15,37.6,42.1,20.3,0.291,682227
174,Ryan Yarbrough,LAD,SP,L,38.9,6.5,2.7,347.4,81.8,4.7,3.9,0,3,4.28,4.54,1.29,65.9,18.1,87.6,5.2,39.7,42.6,14,39.7,39.4,20.9,0.297,642232
175,A.J. Puk,MIA,SP,L,29.2,13.0,5.8,346.5,81.2,4.3,4.5,0,2,4.09,4.20,1.29,82.1,29.8,74.9,4.3,36.7,39.6,10,41.9,38.3,19.8,0.297,640462
176,Max Meyer,MIA,SP,R,16.2,16.2,7.0,350.1,81.0,4.2,4.9,0,0,4.42,4.45,1.36,72.0,29.9,80.5,3.3,39.4,42.6,10,45.7,34.2,20.1,0.302,676974
177,Cody Bradford,TEX,SP,L,26.4,13.2,5.4,343.0,80.5,4.5,4.5,0,1,4.76,5.14,1.34,64.6,22.1,85.5,3.2,40.9,43.6,15,35.8,43.6,20.6,0.291,674003
178,Zack Greinke,FA,SP,R,16.2,16.2,6.6,341.9,79.4,4.3,4.8,0,0,4.62,4.69,1.33,55.2,16.2,89.8,2.6,40.8,43.9,13,43.7,35.3,21.0,0.302,1943
179,Sawyer Gipson-Long,DET,SP,R,26.4,13.2,5.7,336.8,79.2,4.1,4.6,0,1,4.23,4.20,1.27,70.6,23.1,77.5,3.6,37.6,40.4,11,42.6,37.2,20.2,0.293,687830
180,Jared Jones,PIT,SP,R,15.8,15.8,6.4,346.5,79.0,4.1,4.9,0,0,4.74,5.04,1.44,66.4,32.4,81.1,4.5,41.6,44.5,11,41.6,37.3,21.1,0.304,683003
181,Drew Thorpe,CHW,SP,R,15.8,15.8,7.0,337.9,79.0,3.8,5.0,0,0,4.26,4.51,1.36,71.4,27.9,79.6,2.8,37.3,40.3,12,45.2,33.7,21.1,0.300,689672
182,Domingo German,FA,SP,R,25.9,9.7,4.5,326.3,77.7,7.0,6.3,0,0,4.29,4.38,1.29,72.9,23.5,76.4,3.4,37.0,39.7,12,39.9,39.8,20.2,0.281,17149
183,Bowden Francis,TOR,SP,R,34.0,9.7,3.8,333.4,77.7,4.2,4.3,0,2,4.54,4.65,1.27,73.5,26.5,72.3,4.4,39.9,42.3,14,31.7,48.2,20.1,0.267,670102
184,Javier Assad,CHC,SP,R,38.9,6.5,2.9,334.2,77.2,4.1,4.1,0,7,4.39,4.59,1.38,65.6,28.7,77.4,3.6,37.7,40.6,10,43.8,36.0,20.2,0.296,665871
185,Tristan Beck,SF,SP,R,23.4,11.7,4.6,330.7,76.1,3.9,4.6,0,3,4.58,4.66,1.37,61.2,25.4,79.0,3.4,39.8,42.7,11,41.1,38.9,20.0,0.295,663941
186,Max Scherzer,TEX,SP,R,13.1,13.1,7.0,310.5,74.7,4.9,3.5,0,0,4.03,3.96,1.14,83.0,19.6,65.3,3.4,32.1,34.3,12,33.1,46.8,20.0,0.273,3137
187,Mason Black,SF,SP,R,26.5,11.8,5.0,318.1,73.7,3.9,4.2,0,1,4.24,4.44,1.36,69.3,26.9,73.0,3.9,35.7,38.4,9,43.1,35.8,21.1,0.304,696131
188,Austin Voth,SEA,RP,R,45.4,4.9,1.9,316.6,73.1,3.7,4.0,0,6,4.50,4.69,1.35,68.2,25.4,73.2,3.1,37.3,39.8,12,36.4,43.5,20.1,0.288,15047
189,Randy Vasquez,SD,SP,R,37.3,4.9,2.0,311.4,72.6,3.7,3.8,0,3,4.08,4.22,1.33,67.8,27.4,69.2,4.3,33.9,36.6,9,44.9,35.2,20.0,0.290,681190
190,Zack Thompson,STL,SP,L,32.4,8.1,3.4,313.3,72.1,4.1,3.6,0,2,4.16,4.52,1.42,67.7,33.2,69.2,3.3,33.9,36.6,9,44.2,35.6,20.1,0.303,668868
191,David Peterson,NYM,SP,L,23.4,11.7,5.4,305.9,71.4,4.1,3.5,0,3,3.62,4.08,1.37,74.8,28.8,69.0,3.4,29.4,32.3,8,50.3,29.5,20.3,0.315,656849
192,Chris Stratton,KC,RP,R,64.8,0.0,0.0,307.1,71.3,3.5,3.5,0,12,4.31,4.51,1.36,65.0,27.1,69.6,2.6,33.4,35.8,9,39.4,40.6,20.1,0.303,13761
193,Joe Mantiply,ARI,RP,L,64.8,0.0,0.0,302.4,71.3,3.7,3.3,0,6,3.86,4.22,1.33,59.2,21.7,73.3,2.8,30.8,33.6,8,47.6,31.8,20.5,0.311,14857
194,Fernando Cruz,CIN,RP,R,64.8,0.0,0.0,300.2,71.3,3.7,3.2,0,15,4.00,4.03,1.26,87.4,30.1,59.6,3.1,29.6,31.8,10,35.9,44.4,19.7,0.284,518585
195,Scott Barlow,CLE,RP,R,64.8,0.0,0.0,305.3,71.3,3.6,3.4,2,12,3.83,3.90,1.28,78.4,27.5,64.1,3.3,30.6,33.1,9,42.3,37.7,20.0,0.292,605130
196,Jordan Weems,WSH,RP,R,64.8,0.0,0.0,308.2,71.3,3.3,3.7,0,14,4.42,4.39,1.33,70.4,31.1,63.5,3.0,34.6,37.0,10,37.8,42.3,19.9,0.276,607179
197,Miguel Diaz,DET,RP,R,64.8,0.0,0.0,307.9,71.3,3.4,3.6,0,19,4.12,4.23,1.35,66.6,29.5,67.1,2.9,33.0,35.7,8,44.8,35.4,19.8,0.294,622766
198,Tyler Rogers,SF,RP,R,64.8,0.0,0.0,309.7,71.3,3.4,3.6,0,19,4.23,4.34,1.38,51.7,21.6,76.8,3.6,34.5,37.4,8,49.1,29.8,21.1,0.306,643511
199,Jake Bird,COL,RP,R,64.8,0.0,0.0,305.6,71.3,3.6,3.4,0,19,4.45,4.73,1.43,59.6,27.2,74.5,4.1,30.9,33.8,8,51.0,29.1,19.9,0.327,656234
200,Brock Burke,TEX,RP,L,64.8,0.0,0.0,300.6,71.3,3.7,3.3,0,19,4.00,4.17,1.25,71.9,22.7,66.3,2.9,30.4,32.8,10,39.6,40.6,19.8,0.288,656271
201,Ryan Thompson,ARI,RP,R,64.8,0.0,0.0,306.1,71.3,3.6,3.4,1,16,4.08,4.24,1.36,59.6,25.3,71.4,3.4,32.5,35.4,8,49.3,30.2,20.5,0.305,657044
202,Shintaro Fujinami,NYM,RP,R,64.8,0.0,0.0,306.2,71.3,3.6,3.4,0,13,3.91,3.95,1.31,81.4,32.4,60.8,3.6,31.9,34.3,9,38.7,41.9,19.4,0.283,660261
203,Tyler Holton,DET,RP,L,64.8,0.0,0.0,303.6,71.3,3.5,3.5,0,19,3.92,3.92,1.24,63.9,22.7,65.7,2.8,31.3,33.9,9,43.6,36.2,20.2,0.281,663947
204,John King,STL,RP,L,64.8,0.0,0.0,306.6,71.3,3.7,3.3,0,19,3.83,4.22,1.42,50.3,24.1,77.1,2.9,30.9,34.1,6,56.4,23.5,20.1,0.319,667463
205,Jose Soriano,LAA,RP,R,64.8,0.0,0.0,306.6,71.3,3.7,3.3,0,19,3.83,3.97,1.35,82.5,35.1,61.2,4.1,29.7,32.3,8,46.2,34.2,19.6,0.298,667755
206,Bryse Wilson,MIL,RP,R,64.8,0.0,0.0,307.1,71.3,3.3,3.6,0,6,4.56,4.64,1.32,58.6,20.1,74.0,3.1,35.7,38.2,12,40.2,39.7,20.1,0.286,669060
207,Andre Pallante,STL,RP,R,64.8,0.0,0.0,306.1,71.3,3.7,3.3,0,19,3.77,4.01,1.42,55.6,28.0,73.1,2.7,30.4,33.6,5,59.8,20.3,19.9,0.317,669467
